Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price
Bmw,7 Series,2018,50000,3000,Petrol,Automatic,Excellent,AWD,320.0,450.0,5.5,Saloon,,6999999
Audi,A7,2019,31000,3000,Petrol,Automatic,Excellent,AWD,335.0,500.0,5.2,Coupe,,6200000
Porsche,Panamera,2018,62000,3000,Petrol,Automatic,Excellent,AWD,330.0,450.0,5.7,Coupe,,10750000
Audi,S3,2017,62000,2000,Petrol,Automatic,Excellent,AWD,310.0,400.0,4.5,Hatchback,,4400000
Mitsubishi,Pajero,2019,83000,3200,Diesel,Automatic,Excellent,4WD,189.0,441.0,11.5,SUV,,6550000
Porsche,Macan,2017,57000,3000,Petrol,Automatic,Excellent,AWD,360.0,500.0,5.2,SUV,,7820000
Volvo,Xc60,2017,42000,2000,Petrol,Automatic,Excellent,AWD,240.0,350.0,7.2,SUV,,5870000
Volvo,S60,2017,27000,2000,Petrol,Automatic,Excellent,AWD,306.0,400.0,6.0,Saloon,,4390000
Audi,Q3,2016,62000,2000,Petrol,Automatic,Excellent,AWD,200.0,320.0,8.0,SUV,,3499999
Toyota,Fortuner,2021,42000,2800,Diesel,Automatic,Excellent,4WD,201.0,500.0,11.0,SUV,,7160000
Toyota,Landcruiser,2019,59000,2800,Diesel,Automatic,Excellent,4WD,184.0,450.0,8.0,SUV,,9499999
Toyota,Axio,2017,143000,1500,Petrol,Automatic,Excellent,2WD,110.0,145.0,10.0,Saloon,,1849999
Peugeot,308,2016,77000,1200,Petrol,Automatic,Very Good,2WD,130.0,230.0,9.6,Hatchback,,1699999
Toyota,Raum,2007,168000,1500,Petrol,Automatic,Very Good,2WD,110.0,145.0,12.0,SUV,,749999
Peugeot,3008,2018,75000,1600,Petrol,Automatic,Excellent,2WD,165.0,240.0,9.0,SUV,,3799999
Nissan,Xtrail,2012,142000,2000,Petrol,Automatic,Very Good,4WD,155.0,195.0,10.0,SUV,,1449999
Toyota,Landcruiser,2014,92000,4000,Petrol,Automatic,Very Good,4WD,272.0,372.0,9.0,SUV,,4399999
Volvo,Xc60,2012,118000,2000,Petrol,Automatic,Very Good,AWD,240.0,320.0,7.9,SUV,,1699999
Land Rover,Discovery V,2017,45000,3000,Diesel,Automatic,Excellent,AWD,254.0,600.0,8.2,SUV,,7844372
Toyota,Prado,2017,55000,2800,Diesel,Automatic,Excellent,4WD,174.0,450.0,13.0,SUV,,5509281
Toyota,Prado,2018,138000,2800,Diesel,Automatic,Excellent,4WD,174.0,450.0,13.0,SUV,,6032035
Toyota,Prado,2018,77000,2800,Diesel,Automatic,Excellent,4WD,174.0,450.0,13.0,SUV,,6252035
Mercedes,C180,2017,44000,1600,Petrol,Automatic,Excellent,2WD,156.0,250.0,8.5,Coupe,,4480000
Bmw,X5,2018,68000,3000,Diesel,Automatic,Excellent,AWD,255.0,560.0,6.8,SUV,,7450000
Bmw,X6,2018,37000,4400,Petrol,Automatic,Excellent,AWD,567.0,750.0,4.2,Coupe,,9538000
Nissan,Xtrail,2012,158000,2000,Petrol,Automatic,Very Good,4WD,155.0,195.0,10.0,SUV,,1449999
Mercedes,Gla,2017,65000,1600,Petrol,Automatic,Excellent,2WD,122.0,200.0,9.0,SUV,,3699999
Toyota,Rav4,2021,25000,2000,Petrol,Automatic,Very Good,AWD,155.0,195.0,10.0,SUV,,6199999
Toyota,Estima,2016,137000,2400,Petrol,Automatic,Very Good,2WD,160.0,240.0,8.0,Van,,1969999
Toyota,Harrier,2017,88000,2000,Petrol,Automatic,Very Good,2WD,155.0,195.0,10.0,SUV,,2949999
Mazda,Familia,2000,272000,1500,Petrol,Automatic,Very Good,2WD,96.0,127.0,13.0,Saloon,,349999
Mercedes,E350,2010,147000,3500,Petrol,Automatic,Very Good,2WD,268.0,350.0,6.5,Saloon,,1599999
Land Rover,Range Rover Vogue,2018,50311,5000,Petrol,Automatic,Excellent,4WD,518.0,625.0,5.5,SUV,,16993000
Volkswagen,Golf Tsi,2017,57000,1200,Petrol,Automatic,Excellent,2WD,85.0,160.0,12.0,Hatchback,,2080000
Toyota,Prado,2018,64000,2800,Diesel,Automatic,Excellent,4WD,177.0,450.0,12.0,SUV,,10999000
Land Rover,Discovery V,2018,60000,3000,Diesel,Automatic,Excellent,AWD,258.0,600.0,8.0,SUV,,8320000
Land Rover,Discovery V,2017,37000,3000,Diesel,Automatic,Excellent,AWD,258.0,600.0,8.1,SUV,,7900000
Volvo,V60,2017,133000,2000,Diesel,Automatic,Excellent,2WD,180.0,400.0,7.6,Station Wagon,,2349999
Nissan,Bluebird,2011,159000,1800,Petrol,Automatic,Very Good,2WD,137.0,183.0,11.0,Saloon,,679999
Toyota,Fielder,2016,128000,1500,Petrol Hybrid,Automatic,Very Good,2WD,130.0,180.0,9.0,Station Wagon,,1699999
Peugeot,3008,2017,70000,1600,Petrol,Automatic,Excellent,2WD,165.0,240.0,9.0,SUV,,3849999
Toyota,Rav4,2002,216000,2000,Petrol,Manual,Very Good,4WD,145.0,190.0,10.0,SUV,,749999
Nissan,Tiida,2010,153000,1500,Petrol,Automatic,Very Good,2WD,110.0,145.0,11.0,Saloon,,749999
Audi,Sq5,2018,70000,3000,Petrol,Automatic,Excellent,AWD,354.0,500.0,5.1,SUV,,7299999
Land Rover,Range Rover Evoque,2017,42000,2000,Petrol,Automatic,Excellent,AWD,240.0,340.0,7.6,SUV,,4964568
Audi,Q3,2017,89000,2000,Petrol,Automatic,Excellent,AWD,200.0,280.0,7.0,SUV,,3399999
Toyota,Prado,2017,28000,2800,Diesel,Automatic,Excellent,4WD,177.0,450.0,10.0,SUV,,6890000
Toyota,Prado,2017,81000,2800,Diesel,Automatic,Excellent,4WD,177.0,450.0,10.0,SUV,,6600000
Lexus,Lx570,2018,77000,5700,Petrol,Automatic,Excellent,4WD,383.0,546.0,7.7,SUV,,13690000
Volkswagen,Golf Gti,2017,40000,2000,Petrol,Automatic,Excellent,AWD,220.0,350.0,6.4,Hatchback,,3530000
Volkswagen,Arteon,2018,41000,2000,Petrol,Automatic,Excellent,AWD,268.0,350.0,5.6,Saloon,,4470000
Mitsubishi,Outlander,2017,54000,2000,Petrol Hybrid,Automatic,Excellent,AWD,200.0,337.0,11.0,SUV,,3738000
Audi,Q8,2019,41000,3000,Petrol,Automatic,Excellent,AWD,335.0,500.0,6.0,SUV,,11271397
Land Rover,Discovery V,2017,45000,3000,Diesel,Automatic,Excellent,AWD,335.0,450.0,7.1,SUV,,8110000
Land Rover,Range Rover Evoque,2018,26000,2000,Petrol,Automatic,Excellent,AWD,240.0,340.0,7.6,SUV,,6052767
Toyota,Landcruiser Zx,2017,18000,4600,Petrol,Automatic,Excellent,4WD,318.0,460.0,8.0,SUV,,10190000
Mercedes,Gle 400D,2021,10000,2900,Diesel,Automatic,Excellent,AWD,330.0,700.0,5.7,Coupe,,14956186
Mercedes,Gle 400D,2020,73000,2900,Diesel,Automatic,Excellent,AWD,330.0,700.0,5.7,Coupe,,13521821
Audi,Rs7,2017,30000,4000,Petrol,Automatic,Excellent,AWD,560.0,700.0,4.0,Coupe,,10384000
Mercedes,Gle 400D,2020,45000,2900,Diesel,Automatic,Excellent,AWD,330.0,700.0,5.7,Coupe,,14178821
Daihatsu,Mira,2012,236000,660,Petrol,Automatic,Very Good,2WD,58.0,68.0,17.5,Hatchback,,529999
Land Rover,Range Rover Evoque,2017,52000,2000,Petrol,Automatic,Excellent,AWD,240.0,340.0,7.6,SUV,,5209571
Audi,Q7,2017,22000,3000,Petrol,Automatic,Excellent,AWD,333.0,440.0,6.1,SUV,,6800000
Subaru,Outback,2018,52000,2500,Petrol,Automatic,Excellent,AWD,175.0,235.0,9.8,Station Wagon,,4190000
Mercedes,Glc,2018,84000,2000,Petrol,Automatic,Excellent,AWD,208.0,350.0,7.5,Coupe,,6430000
Nissan,Xtrail,2012,171000,2000,Petrol,Automatic,Very Good,4WD,155.0,195.0,10.0,SUV,,1399999
Toyota,Hilux,2009,196000,3000,Diesel,Manual,Average,4WD,168.0,390.0,12.0,Double Cab,,1349999
Audi,Q5,2017,55000,2000,Petrol,Automatic,Excellent,AWD,220.0,350.0,7.0,SUV,,3979999
Peugeot,3008,2017,51000,1600,Petrol,Automatic,Excellent,2WD,165.0,240.0,9.0,SUV,,3385793
Peugeot,308,2017,40000,1200,Petrol,Automatic,Excellent,2WD,130.0,230.0,9.6,Station Wagon,,2330000
Audi,Q5,2018,58000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,6.3,SUV,,4699000
Toyota,Prado,2017,45000,2800,Diesel,Automatic,Excellent,4WD,177.0,450.0,11.0,SUV,,8330000
Land Rover,Range Rover Sport,2020,21000,3000,Diesel,Automatic,Excellent,4WD,306.0,700.0,7.3,SUV,,13449000
Toyota,Landcruiser 300 Series,2023,4000,3300,Diesel,Automatic,Excellent,4WD,305.0,700.0,8.0,SUV,,22000000
Lexus,Lx 600,2023,25000,3500,Petrol,Automatic,Excellent,AWD,410.0,650.0,7.0,SUV,,30499999
Toyota,Alphard,2008,176000,2400,Petrol,Automatic,Very Good,2WD,160.0,220.0,8.0,Van,,1349999
Mazda,Cx5,2016,101000,2000,Petrol,Automatic,Very Good,2WD,155.0,195.0,10.0,SUV,,2299999
Toyota,Landcruiser,2007,122000,3000,Diesel,Automatic,Very Good,4WD,168.0,390.0,8.0,SUV,,2999999
Volkswagen,Golf Tsi,2015,61000,1400,Petrol,Automatic,Very Good,2WD,150.0,250.0,8.0,Hatchback,,1549999
Jaguar,F Pace,2021,29000,5000,Petrol,Automatic,Excellent,4WD,550.0,700.0,4.0,SUV,,15900000
Volkswagen,Golf Tsi,2017,77000,1400,Petrol,Automatic,Excellent,2WD,150.0,250.0,7.5,Hatchback,,2549999
Toyota,Probox / Succeed,2014,318000,1500,Petrol,Automatic,Very Good,2WD,109.0,145.0,11.0,Station Wagon,,849999
Toyota,Vellfire,2017,93000,2500,Petrol,Automatic,Excellent,AWD,175.0,235.0,10.5,Van,,3910000
Suzuki,Swift,2017,66000,1500,Petrol,Automatic,Excellent,2WD,110.0,150.0,9.5,Hatchback,,1449999
Audi,A3,2009,124000,1400,Petrol,Automatic,Very Good,2WD,125.0,200.0,8.0,Hatchback,,999999
Toyota,Probox / Succeed,2017,80000,1500,Petrol,Automatic,Excellent,2WD,109.0,145.0,11.0,Station Wagon,,1499999
Nissan,Dayz,2017,98000,660,Petrol,Automatic,Excellent,2WD,48.0,56.0,16.0,Hatchback,,799999
Mazda,Bongo,2008,208000,2000,Petrol,Automatic,Very Good,2WD,149.0,189.0,12.0,Van,,649999
Subaru,Impreza,2016,109000,2000,Petrol,Automatic,Very Good,AWD,155.0,195.0,10.0,Hatchback,,1999999
Subaru,Xv,2016,115000,2000,Petrol,Automatic,Very Good,AWD,155.0,195.0,9.0,SUV,,1899999
Audi,A4,2017,48000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,6.0,Station Wagon,,4946000
Volvo,S90,2017,51000,2000,Petrol,Automatic,Excellent,AWD,316.0,400.0,6.0,Saloon,,4946000
Audi,Tt,2018,40000,2500,Petrol,Automatic,Excellent,AWD,400.0,480.0,3.7,Coupe,,9780000
Land Rover,Range Rover Sport,2017,80000,3000,Petrol,Automatic,Excellent,4WD,340.0,450.0,7.0,SUV,,7890000
Mazda,Bongo,2008,209000,2000,Petrol,Automatic,Very Good,2WD,149.0,189.0,12.0,Van,,599999
Mazda,Axela,2014,89000,1500,Petrol,Automatic,Very Good,2WD,109.0,145.0,11.0,Saloon,,1399999
Nissan,Wingroad,2009,139000,1500,Petrol,Automatic,Very Good,2WD,109.0,137.0,12.0,Station Wagon,,649999
Honda,Fit Shuttle,2013,151000,1500,Petrol Hybrid,Automatic,Very Good,2WD,137.0,170.0,12.0,Station Wagon,,1099999
Toyota,Harrier,2017,61000,2000,Petrol,Automatic,Excellent,2WD,151.0,193.0,9.5,SUV,,3810000
Land Rover,Range Rover Sport,2018,38000,3000,Diesel,Automatic,Excellent,AWD,306.0,700.0,7.3,SUV,,13099999
Jeep,Grand Cherokee,2017,50000,6400,Petrol,Automatic,Excellent,AWD,475.0,637.0,4.4,SUV,,9371000
Audi,Q3,2017,38000,1400,Petrol,Automatic,Excellent,2WD,150.0,250.0,9.2,SUV,,2995000
Nissan,Gtr,2018,11000,3800,Petrol,Automatic,Excellent,AWD,565.0,628.0,2.9,Coupe,,18800000
Bmw,X7,2020,36000,4400,Petrol,Automatic,Excellent,AWD,523.0,750.0,4.5,SUV,,14772000
Porsche,Boxster,2017,28000,2000,Petrol,Automatic,Excellent,2WD,300.0,380.0,4.9,Convertible,,9415050
Ferrari,California,2017,16000,3900,Petrol,Automatic,Excellent,2WD,560.0,755.0,3.6,Convertible,,25890000
Mercedes,Gle 63,2017,72000,5500,Petrol,Automatic,Excellent,AWD,577.0,760.0,4.2,SUV,,12514000
Porsche,Cayenne,2020,27000,4000,Petrol,Automatic,Excellent,AWD,453.0,620.0,4.5,Coupe,,18190000
Audi,A8,2017,45000,3000,Petrol,Automatic,Excellent,AWD,286.0,600.0,5.9,Saloon,,9381000
Toyota,Fj Cruiser,2017,78000,4000,Petrol,Automatic,Excellent,4WD,270.0,380.0,8.0,SUV,,4949590
Bmw,320D,2017,73000,2000,Diesel,Automatic,Excellent,2WD,190.0,400.0,7.4,Saloon,,2890000
Lexus,Rx450H,2009,146000,3500,Petrol Hybrid,Automatic,Very Good,AWD,327.0,350.0,9.0,SUV,,1999999
Toyota,Passo,2017,79000,1000,Petrol,Automatic,Excellent,2WD,71.0,94.0,12.0,Hatchback,,1199999
Audi,Sq5,2020,16500,3000,Diesel,Automatic,Excellent,AWD,342.0,700.0,5.1,SUV,,10990000
Mazda,Cx5,2019,35000,2500,Petrol,Automatic,Excellent,AWD,250.0,420.0,6.2,SUV,,3999999
Mazda,Cx5,2017,41000,2200,Diesel,Automatic,Very Good,2WD,163.0,420.0,7.5,SUV,,3449999
Nissan,Note,2011,152000,1500,Petrol,Automatic,Very Good,2WD,109.0,140.0,13.0,Hatchback,,649999
Audi,A6,2014,86000,2000,Petrol,Automatic,Very Good,2WD,181.0,300.0,8.0,Saloon,,2099999
Mercedes,E280,2008,182000,3000,Petrol,Automatic,Very Good,2WD,231.0,300.0,7.3,Saloon,,1349999
Mazda,Roadster,2017,98000,1500,Petrol,Automatic,Excellent,2WD,131.0,150.0,8.3,Convertible,,3490000
Lexus,Rx450H,2017,118000,3500,Petrol Hybrid,Automatic,Excellent,AWD,308.0,335.0,7.7,SUV,,5800000
Lexus,Rx300,2018,73000,2000,Petrol,Automatic,Excellent,4WD,235.0,350.0,9.5,SUV,,5374000
Lexus,Lx570,2017,45000,5700,Petrol,Automatic,Excellent,4WD,383.0,546.0,7.5,SUV,,13200000
Mazda,Atenza,2017,85000,2200,Diesel,Automatic,Excellent,AWD,173.0,420.0,8.0,Station Wagon,,2499999
Audi,Q7,2018,22000,3000,Petrol,Automatic,Excellent,AWD,333.0,440.0,6.1,SUV,,7300000
Audi,Q5,2018,76000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,6.3,SUV,,4690000
Mercedes,Gls400,2020,56000,2900,Diesel,Automatic,Excellent,AWD,330.0,700.0,6.3,SUV,,15300000
Lexus,Lx570,2018,50000,5700,Petrol,Automatic,Excellent,4WD,383.0,546.0,7.3,SUV,,13775000
Suzuki,Swift,2017,138000,1200,Petrol,Manual,Excellent,2WD,91.0,118.0,11.5,Hatchback,,1280000
Land Rover,Discovery V,2020,47000,2993,Diesel,Automatic,Excellent,AWD,254.0,600.0,7.7,SUV,,10800000
Mercedes,Gle350,2017,84000,3000,Petrol,Automatic,Excellent,AWD,258.0,620.0,7.1,Coupe,,8350000
Audi,Rs6,2017,36500,4000,Petrol,Automatic,Excellent,AWD,560.0,700.0,3.9,Station Wagon,,14482000
Porsche,Cayenne,2017,70000,3600,Petrol,Automatic,Excellent,AWD,440.0,600.0,5.2,SUV,,9989981
Subaru,Forester Xt,2013,182000,2000,Diesel,Manual,Very Good,AWD,145.0,350.0,9.9,SUV,,1879999
Suzuki,Wagon R,2015,123000,660,Petrol,Automatic,Very Good,2WD,64.0,84.0,15.0,Hatchback,,799999
Audi,Q8,2019,37000,3000,Petrol,Automatic,Excellent,AWD,335.0,500.0,5.6,SUV,,14523000
Toyota,Crown,2017,99000,3500,Petrol,Automatic,Excellent,2WD,311.0,377.0,6.2,Saloon,,3980000
Toyota,Mark X,2017,62000,2500,Petrol,Automatic,Excellent,2WD,203.0,243.0,8.5,Saloon,,2483000
Toyota,Allion,2015,108000,1500,Petrol,Automatic,Very Good,2WD,110.0,145.0,11.0,Saloon,,1399999
Toyota,Alphard,2017,100000,2400,Petrol,Automatic,Very Good,2WD,160.0,220.0,8.0,Van,,4699999
Toyota,Hilux,2013,149000,2500,Diesel,Manual,Very Good,4WD,144.0,383.0,8.0,Double Cab,,2249999
Lexus,Lx 600,2023,24000,3500,Petrol,Automatic,Excellent,4WD,409.0,650.0,7.0,SUV,,23900000
Mercedes,Gle350,2018,38000,3000,Diesel,Automatic,Excellent,AWD,255.0,620.0,7.1,SUV,,8090000
Mazda,Cx5,2017,27000,2500,Petrol,Automatic,Excellent,AWD,187.0,257.0,8.7,SUV,,3490500
Mercedes,Glc,2018,43000,2140,Diesel,Automatic,Excellent,AWD,170.0,400.0,8.3,Coupe,,6210000
Toyota,Rav4,2019,82000,2500,Petrol,Automatic,Excellent,AWD,203.0,250.0,8.5,SUV,,4999000
Mercedes,C63 Amg,2017,71000,4000,Petrol,Automatic,Excellent,2WD,470.0,650.0,4.1,Saloon,,9799999
Mercedes,G350,2019,53000,3000,Diesel,Automatic,Excellent,AWD,282.0,600.0,7.5,SUV,,14900000
Nissan,Xtrail,2017,73000,2000,Petrol Hybrid,Automatic,Excellent,2WD,160.0,320.0,10.0,SUV,,3100000
Subaru,Outback,2017,30000,2500,Petrol,Automatic,Excellent,AWD,175.0,235.0,9.0,Station Wagon,,3800000
Bmw,X7,2019,47000,3000,Petrol,Automatic,Excellent,AWD,265.0,620.0,7.0,SUV,,11690000
Volkswagen,Golf R,2017,64000,2000,Petrol,Automatic,Excellent,AWD,292.0,380.0,4.6,Hatchback,,4250000
Mercedes,G63 Amg,2019,41000,5500,Petrol,Automatic,Excellent,AWD,577.0,850.0,4.5,SUV,,27200000
Volkswagen,Golf Gti,2017,42000,2000,Petrol,Automatic,Excellent,2WD,230.0,350.0,6.4,Hatchback,,3250000
Toyota,Landcruiser 300 Series,2023,9000,3500,Petrol,Automatic,Excellent,4WD,409.0,650.0,6.7,SUV,,18766000
Audi,A3,2017,80000,2000,Petrol,Automatic,Excellent,AWD,190.0,320.0,6.7,Saloon,,2735000
Toyota,Prado,2017,42000,2800,Diesel,Automatic,Excellent,4WD,177.0,450.0,9.0,SUV,,6544900
Bmw,530I,2017,64000,2000,Petrol,Automatic,Excellent,AWD,252.0,350.0,6.2,Saloon,,4350600
Mercedes,C200,2017,60000,2000,Petrol,Automatic,Excellent,2WD,184.0,300.0,7.3,Saloon,,3570000
Toyota,Prado,2018,80000,2800,Diesel,Automatic,Excellent,4WD,177.0,177.0,450.0,SUV,,6666800
Audi,A7,2017,71000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,6.7,Saloon,,4420000
Jaguar,Xe Xe,2017,53000,2000,Petrol,Automatic,Excellent,AWD,200.0,320.0,7.1,Saloon,,3470000
Toyota,Harrier,2017,97000,2500,Petrol Hybrid,Automatic,Excellent,2WD,194.0,270.0,8.1,SUV,,3985000
Subaru,Outback,2018,75000,2500,Petrol,Automatic,Excellent,AWD,256.0,350.0,7.5,Station Wagon,,3450000
Honda,Vezel,2016,112000,1500,Petrol Hybrid,Automatic,Very Good,2WD,130.0,165.0,8.5,SUV,,2299999
Nissan,Murano,2011,150000,3500,Petrol,Automatic,Very Good,AWD,265.0,336.0,8.0,SUV,,1199999
Subaru,Impreza,2014,143000,2000,Petrol,Automatic,Very Good,2WD,155.0,195.0,9.0,Hatchback,,1249999
Nissan,Xtrail,2017,88000,2000,Petrol,Automatic,Excellent,2WD,144.0,200.0,10.0,SUV,,2511000
Volvo,Xc60,2017,75000,2000,Petrol,Automatic,Excellent,AWD,240.0,320.0,6.8,SUV,,5710000
Peugeot,2008,2017,57000,1200,Petrol,Automatic,Excellent,2WD,110.0,205.0,11.0,Station Wagon,,1999999
Nissan,Gtr,2018,71000,3800,Petrol,Automatic,Excellent,AWD,565.0,637.0,3.0,Coupe,,18268140
Bmw,7 Series,2017,29000,2000,Petrol Hybrid,Automatic,Excellent,AWD,326.0,500.0,5.4,Saloon,,7254000
Subaru,Wrx,2017,85000,2000,Petrol,Automatic,Excellent,AWD,268.0,350.0,6.0,Saloon,,3450000
Peugeot,3008,2017,82000,1600,Petrol,Automatic,Excellent,2WD,180.0,400.0,9.0,SUV,,3589000
Volkswagen,Arteon,2017,39000,2000,Petrol,Automatic,Excellent,AWD,276.0,350.0,5.6,Saloon,,4469000
Mercedes,E220,2017,91000,2000,Diesel,Automatic,Excellent,AWD,194.0,400.0,7.3,Station Wagon,,5310000
Mercedes,E220,2017,97000,2000,Diesel,Automatic,Excellent,2WD,194.0,400.0,7.3,Station Wagon,,4610000
Audi,A6,2017,66000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,6.7,Station Wagon,,4397454
Volkswagen,Tiguan,2017,78000,1400,Petrol,Automatic,Excellent,2WD,148.0,250.0,9.0,SUV,,3540000
Toyota,Landcruiser 200 Series,2009,273000,4200,Diesel,Automatic,Very Good,4WD,202.0,650.0,8.5,SUV,,4799999
Nissan,Xtrail,2003,175000,2000,Petrol,Automatic,Very Good,AWD,138.0,192.0,11.5,SUV,,699999
Mercedes,C200,2014,103000,2000,Petrol,Automatic,Very Good,2WD,184.0,350.0,7.5,Saloon,,3299999
Audi,Q5,2018,73000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,7.3,SUV,,5199999
Volkswagen,Polo,2019,66000,1600,Petrol,Automatic,Very Good,2WD,125.0,165.0,10.0,Hatchback,,1499999
Mazda,Cx3,2017,95000,1500,Diesel,Automatic,Excellent,AWD,105.0,270.0,10.0,SUV,,2299999
Ford,Everest,2014,198000,2500,Diesel,Manual,Very Good,4WD,154.0,400.0,12.0,SUV,,1399999
Nissan,Gtr,2017,30000,3800,Petrol,Automatic,Excellent,AWD,565.0,637.0,2.8,Coupe,,14400000
Porsche,Cayenne,2008,186000,3600,Petrol,Automatic,Very Good,AWD,300.0,400.0,8.0,SUV,,1699999
Audi,Rsq8,2020,48000,4000,Petrol,Automatic,Excellent,AWD,591.0,800.0,3.7,SUV,,23300000
Audi,Tt,2022,24000,2500,Petrol,Automatic,Excellent,AWD,400.0,480.0,3.8,Coupe,,12680000
Audi,Tt,2018,25000,2500,Petrol,Automatic,Excellent,AWD,400.0,480.0,3.6,Coupe,,9918000
Bmw,X6,2023,6000,4400,Petrol,Automatic,Excellent,AWD,617.0,750.0,3.7,Coupe,,24149000
Bmw,X5,2020,28000,4400,Petrol,Automatic,Excellent,AWD,567.0,750.0,4.0,SUV,,17453000
Bmw,X5,2018,28000,4400,Petrol,Automatic,Excellent,AWD,567.0,750.0,4.0,SUV,,12200000
Bmw,X5,2018,44000,4400,Petrol,Automatic,Excellent,AWD,567.0,750.0,4.0,SUV,,12340000
Toyota,Mark X,2011,195000,2500,Petrol,Automatic,Very Good,2WD,211.0,243.0,8.0,Saloon,,1249999
Audi,A5,2015,80000,2000,Petrol,Automatic,Very Good,AWD,211.0,350.0,7.2,Saloon,,2299999
Nissan,Xtrail,2006,287000,2000,Petrol,Automatic,Very Good,AWD,138.0,192.0,11.5,SUV,,679999
Toyota,Corolla,2000,427000,1500,Petrol,Automatic,Average,2WD,110.0,145.0,13.0,Saloon,,399999
Nissan,Note,2015,148000,1200,Petrol,Automatic,Very Good,2WD,78.0,102.0,13.5,Hatchback,,839999
Land Rover,Range Rover Sport,2016,61000,5000,Petrol,Automatic,Very Good,4WD,575.0,702.0,5.0,SUV,,13499999
Bentley,Bentayga,2017,53000,6000,Petrol,Automatic,Excellent,AWD,600.0,900.0,4.0,SUV,,26999999
Mazda,Bongo,2010,270000,2000,Petrol,Automatic,Very Good,2WD,140.0,189.0,12.0,Van,,599999
Nissan,Note,2015,111000,1200,Petrol,Automatic,Very Good,2WD,97.0,147.0,11.0,Hatchback,,1099999
Subaru,Forester,2018,65000,2500,Petrol,Automatic,Excellent,AWD,182.0,240.0,9.5,SUV,,3899999
Porsche,Cayenne,2015,93000,3000,Diesel,Automatic,Very Good,AWD,258.0,550.0,7.6,SUV,,5999999
Mercedes,Gle350,2017,84000,3000,Diesel,Automatic,Excellent,AWD,255.0,620.0,7.9,Coupe,,8499999
Audi,S3,2017,106000,2000,Petrol,Automatic,Excellent,AWD,300.0,400.0,4.6,Hatchback,,3449999
Mercedes,E220,2017,96000,2200,Diesel,Automatic,Excellent,AWD,194.0,400.0,8.0,Station Wagon,,4749999
Toyota,Premio,2018,92000,1800,Petrol,Automatic,Excellent,2WD,137.0,175.0,10.0,Saloon,,2299999
Audi,Q3,2017,38000,2000,Petrol,Automatic,Excellent,AWD,200.0,280.0,7.0,SUV,,3333444
Subaru,Xv,2017,106000,2000,Petrol,Automatic,Excellent,AWD,150.0,196.0,11.0,SUV,,2412000
Mazda,Axela,2017,47000,1500,Petrol,Manual,Excellent,2WD,110.0,144.0,12.0,Saloon,,2276780
Volkswagen,Golf Tsi,2017,26000,1400,Petrol,Automatic,Excellent,2WD,150.0,250.0,8.5,Hatchback,,2389000
Bmw,X7,2020,45000,4400,Petrol,Automatic,Excellent,AWD,523.0,750.0,4.7,SUV,,15300000
Nissan,Xtrail,2017,119000,2000,Petrol,Automatic,Excellent,2WD,144.0,200.0,10.1,SUV,,2330050
Audi,A5,2017,47000,2000,Petrol,Automatic,Excellent,AWD,248.0,370.0,5.8,Saloon,,4333080
Suzuki,Jimny,2017,69000,1300,Petrol,Automatic,Excellent,2WD,84.0,110.0,14.1,SUV,,2345000
Audi,Rsq8,2022,25,4000,Petrol,Automatic,Excellent,AWD,600.0,800.0,3.8,SUV,,33688074
Lamborghini,Urus,2021,6000,4000,Petrol,Automatic,Excellent,AWD,650.0,850.0,3.6,SUV,,62659000
Subaru,Forester Xt,2017,97000,2000,Petrol,Automatic,Excellent,AWD,240.0,350.0,7.5,SUV,,3321000
Mercedes,Gls350,2017,73000,3000,Diesel,Automatic,Excellent,AWD,255.0,620.0,7.8,SUV,,11499999
Porsche,Cayenne,2016,80000,3600,Petrol,Automatic,Excellent,AWD,300.0,400.0,8.0,SUV,,4799999
Mazda,Cx5,2017,59000,2200,Diesel,Automatic,Excellent,2WD,173.0,420.0,9.0,SUV,,3564461
Mazda,Cx5,2017,87000,2500,Petrol,Automatic,Excellent,AWD,184.0,185.0,9.0,SUV,,3181000
Jaguar,Xj,2017,26000,3000,Diesel,Automatic,Excellent,AWD,300.0,700.0,6.2,Saloon,,8230000
Mercedes,S300,2017,70000,2200,Diesel,Automatic,Excellent,AWD,231.0,500.0,7.6,Saloon,,6745000
Mini,Clubman,2017,90000,2000,Diesel,Automatic,Excellent,2WD,150.0,330.0,8.6,Hatchback,,1989000
Audi,A6,2017,71000,3000,Petrol,Automatic,Excellent,AWD,333.0,440.0,5.1,Saloon,,4499999
Audi,A6,2017,59000,2000,Petrol,Automatic,Excellent,AWD,252.0,370.0,6.7,Saloon,,3600000
Nissan,Gtr,2020,19000,3800,Petrol,Automatic,Excellent,AWD,565.0,633.0,2.8,Coupe,,20668140
Land Rover,Range Rover Vogue,2019,44000,3000,Diesel,Automatic,Excellent,AWD,275.0,625.0,8.0,SUV,,13334700
